genre_id,genre,artists
Q128631435,drum and bugle corps music,Blue Devils | Carolina Crown | Phantom Regiment | Santa Clara Vanguard | The Cadets | The Cavaliers
Q952404,drumline,
Q30324607,Ethiopian chant,
Q4752840,fife and drum corps,Otha Turner
Q718540,gagaku,Hideki Togi | Mayumi Miyata
Q5562953,ginans,
Q5619688,guoyue,Abing | Liu Tianhua
Q134005844,sizhu music,
Q6942109,Guangdong music,Lü Wencheng
Q6191683,Jiangnan sizhu,
Q7701003,Teochew string music,
Q1323698,Indian classical music,Ali Akbar Khan | Bhimsen Joshi | Bismillah Khan | Hariprasad Chaurasia | Lalgudi Jayaraman | M. S. Subbulakshmi | Ravi Shankar | Zakir Hussain
Q7077860,Odissi music,
Q956883,Carnatic music,Bombay Jayashri | Lalgudi Jayaraman | M. Balamuralikrishna | M. S. Subbulakshmi | Semmangudi Srinivasa Iyer | T. M. Krishna | Tyagaraja | U. Srinivas
Q3521984,konnakol,T. H. Subash Chandran | Trichy Sankaran | V. Selvaganesh
Q1770695,Hindustani classical music,Ali Akbar Khan | Bhimsen Joshi | Bismillah Khan | Hariprasad Chaurasia | Kishori Amonkar | Ravi Shankar | Vilayat Khan | Zakir Hussain
Q512410,qawwali,Amir Khusrau | Aziz Mian | Fareed Ayaz | Nusrat Fateh Ali Khan | Rahat Fateh Ali Khan | Sabri Brothers
Q70076,tappa,Girija Devi | Shori Miyan
Q2641862,Abhang,Bhimsen Joshi | Tukaram
Q59158,dhrupad,Gundecha Brothers | Rahim Fahimuddin Dagar | Tansen | Uday Bhawalkar | Zia Mohiuddin Dagar
Q62128,Khyal,Amir Khan | Bade Ghulam Ali Khan | Bhimsen Joshi | Gangubai Hangal | Kishori Amonkar | Kumar Gandharva | Mallikarjun Mansur | Pandit Jasraj
Q6419747,Klasik,Mohammad Hussain Sarahang
Q3981034,tarana,Amir Khan
Q69596,Thumri,Bade Ghulam Ali Khan | Begum Akhtar | Girija Devi | Rasoolan Bai | Shobha Gurtu | Siddheshwari Devi
Q106586236,Japanese classical music,Michio Miyagi | Yatsuhashi Kengyō
Q3129432,heikyoku,
Q3075498,Honkyoku,Goro Yamaguchi | Kurosawa Kinko | Watazumi Doso
Q11162353,jiuta,
Q112144219,meiji shinkyoku,
Q3080963,nagauta,
Q7497655,shinkyoku,Michio Miyagi
Q1760256,shōmyō,
Q11603109,sokyoku,Michio Miyagi | Yatsuhashi Kengyō
Q5219995,Danmono,Yatsuhashi Kengyō
Q109012701,kumiuta,Yatsuhashi Kengyō
Q1361891,jōruri,Takemoto Gidayū
Q6346110,Kafi,Abida Parveen | Pathanay Khan
Q1348260,Kagura,
Q6365528,kanto,
Q124399721,kete,
Q1337498,Kontakion,Romanos the Melodist
Q574784,lauda,
Q5683605,Maddahi,
Q135840551,shoor,
Q6030291,maftirim,
Q131510,mantra,
Q124670108,Tibetan Buddhist chant,Gyuto Monks Tantric Choir
Q98528260,maqāmic music,
Q623904,Andalusi classical music,Abdelkrim Rais | Cheikh Raymond | Mohamed Tahar Fergani | Ziryab
Q19820570,ma'luf,Cheikh Raymond | Mohamed Tahar Fergani
Q12193614,Iraqi maqam,Farida Mohammad Ali | Hamid al-Saadi | Muhammad al-Qubbanchi | Yusuf Omar
Q1474372,mugham,Alim Qasimov | Jabbar Garyaghdioglu | Khan Shushinski
Q2608710,muqam,
Q1518063,Ottoman classical music,Buhurizade Mustafa Itri | Dimitrie Cantemir | Hacı Arif Bey | Hammamizade İsmail Dede Efendi | Tanburi Cemil Bey
Q11223087,Persian traditional music,Hossein Alizadeh | Kayhan Kalhor | Mohammad-Reza Lotfi | Mohammad-Reza Shajarian | Parisa | Shahram Nazeri
Q3091180,shashmaqam,Ari Babakhanov | Munadjat Yulchieva | Turgun Alimatov
Q3511593,Sufiana kalam,
Q211025,march,Edwin Franko Goldman | John Philip Sousa | Julius Fučík | Karl King | Kenneth J. Alford
Q1677377,funeral march,
Q7438911,screamer,Fred Jewell | Henry Fillmore | Karl King
Q124354571,mataali,
Q39046042,menzuma,
Q940462,music hall,Albert Chevalier | Dan Leno | George Formby Sr. | Gus Elen | Harry Champion | Harry Lauder | Marie Lloyd | Vesta Tilley
Q122616091,muzika yehudit mekorit,
Q783874,nasheed,Maher Zain | Native Deen | Sami Yusuf | Zain Bhikha
Q6981036,Natya Sangeet,Bal Gandharva | Deenanath Mangeshkar | Jitendra Abhisheki | Vasantrao Deshpande
Q1989725,nigun,
Q226887,noh,
Q115063561,pep band music,
Q781402,piyyut,
Q2880274,baqashot,
Q2891357,zemirot,
Q1457753,pìobaireachd,
Q918727,revue,
Q106586998,Southeast Asian classical music,
Q3517436,tembang sunda,
Q108297205,Burmese classical music,
Q194492,gamelan,
Q5520018,gamelan salendro,
Q4745477,American gamelan,Evan Ziporyn | Lou Harrison
Q11210968,Gamelan Bali,
Q5520021,Gamelan selunding,
Q1493069,gamelan gong kebyar,
Q12472139,gamelan angklung,
Q4882148,gamelan beleganjur,
Q5520014,gamelan gender wayang,
Q5520015,gamelan gong gede,
Q5520017,gamelan jegog,
Q5520022,gamelan semar pegulingan,
Q5520020,gamelan degung,
Q12487960,gamelan joged bumbung,
Q5520010,gamelan sekaten,
Q5520007,gamelan siteran,
Q11215782,Javanese gamelan,
Q5520009,gamelan surakarta,
Q6741534,Malay gamelan,
Q3191713,kacapi suling,
Q131459053,kakawin,
Q106634883,kulintang,
Q4355815,mahori,
Q6149344,pinpeat,
Q110241080,saluang klasik,
Q13025600,Thai classical music,
Q13018408,fon leb,
Q6629917,khrueang sai,
Q478176,piphat,
Q116875242,tanjidor music,
Q3296779,Taoist music,
Q919516,troparion,
Q48723594,Vedic chant,
Q106654247,Vietnamese classical music,
Q81105,ca trù,Quách Thị Hồ
Q10830180,tuồng,
Q11401,hip-hop,Eminem | Grandmaster Flash and the Furious Five | Jay-Z | Kendrick Lamar | Public Enemy | Run-DMC | The Notorious B.I.G. | Tupac Shakur
Q969663,political hip-hop,Boogie Down Productions | Dead Prez | Immortal Technique | Paris | Public Enemy | The Coup
Q141459,conscious hip-hop,Black Star | Common | Kendrick Lamar | KRS-One | Lupe Fiasco | The Roots
Q429264,West Coast hip-hop,Cypress Hill | Ice-T | Kendrick Lamar | N.W.A | Snoop Dogg | Too Short | Tupac Shakur | Warren G
Q876171,East Coast hip-hop,A Tribe Called Quest | Eric B. & Rakim | Jay-Z | Mobb Deep | Nas | Run-DMC | The Notorious B.I.G. | Wu-Tang Clan
Q868855,old-school hip-hop,Afrika Bambaataa | DJ Kool Herc | Grandmaster Flash and the Furious Five | Kurtis Blow | Spoonie Gee | The Cold Crush Brothers | The Sugarhill Gang | Treacherous Three
Q12302979,battle rap,Dizaster | Loaded Lux | Murda Mook | Supernatural
Q213608,beatboxing,Beardyman | Biz Markie | Doug E. Fresh | Rahzel | Reeps One
Q6010117,Memphis rap,8Ball & MJG | DJ Spanish Fly | Kingpin Skinny Pimp | Project Pat | Three 6 Mafia | Tommy Wright III
Q119889473,dungeon rap,
Q2572585,pop rap,DJ Jazzy Jeff & the Fresh Prince | Drake | Flo Rida | Macklemore & Ryan Lewis | MC Hammer | Nelly | Tone Lōc | Vanilla Ice
Q19708376,frat rap,Asher Roth | Hoodie Allen | Mac Miller | Sammy Adams
Q1253172,Southern hip-hop,Geto Boys | Goodie Mob | Lil Wayne | Master P | OutKast | T.I. | Three 6 Mafia | UGK
Q4949812,bounce music,5th Ward Weebie | Big Freedia | DJ Jubilee | Juvenile | Katey Red | Magnolia Shorty | Mannie Fresh
Q136653467,sissy bounce,Big Freedia | Katey Red | Sissy Nobby
Q2238236,Christian hip-hop,Andy Mineo | Cross Movement | Gospel Gangstaz | John Reuben | KB | Lecrae | Trip Lee
Q255406,jazz rap,A Tribe Called Quest | De La Soul | Digable Planets | Gang Starr | Jungle Brothers | Pete Rock & CL Smooth | The Roots | Us3
Q546206,Miami bass,2 Live Crew | 95 South | Afro-Rican | DJ Magic Mike | L'Trimm | Poison Clan | Quad City DJ's
Q106522238,techno bass,Dynamix II
Q119438481,tamborzão,
Q1109947,ragga hip hop,Mad Lion | Shinehead
Q98528482,abstract hip-hop,Aesop Rock | Busdriver | cLOUDDEAD | Company Flow | MF Doom | Shabazz Palaces
Q529742,boom bap,Big L | Boogie Down Productions | Gang Starr | Joey Badass | Mobb Deep | Nas | Pete Rock & CL Smooth | Wu-Tang Clan
Q438503,alternative hip-hop,"A Tribe Called Quest | Arrested Development | Beastie Boys | De La Soul | OutKast | The Pharcyde | The Roots | Tyler, the Creator"
Q602646,comedy hip-hop,Afroman | Lil Dicky | The Lonely Island
Q5072880,chap hop,Mr. B The Gentleman Rhymer | Professor Elemental
Q966564,hardcore hip-hop,Boogie Down Productions | DMX | Geto Boys | M.O.P. | Mobb Deep | Onyx | Public Enemy | Wu-Tang Clan
Q753679,gangsta rap,50 Cent | Geto Boys | Ice-T | N.W.A | Schoolly D | Snoop Dogg | The Notorious B.I.G. | Tupac Shakur
Q1399695,Chicano rap,A Lighter Shade of Brown | Cypress Hill | Kid Frost | Mr. Capone-E | Proper Dos | Psycho Realm | South Park Mexican
Q137541541,coke rap,Clipse | Freddie Gibbs | Jeezy | Raekwon | Rick Ross
Q9302696,mafioso rap,AZ | Ghostface Killah | Jay-Z | Kool G Rap | Nas | Raekwon | Rick Ross | The Notorious B.I.G.
Q122143484,scam rap,Kasher Quon | Teejayx6
Q918095,Britcore,Gunshot | Hijack | Silver Bullet
Q3791697,chopper,Bone Thugs-n-Harmony | Busta Rhymes | Krizz Kaliko | Tech N9ne | Twista
Q965635,underground hip-hop,Aesop Rock | Atmosphere | Company Flow | Hieroglyphics | Immortal Technique | Jedi Mind Tricks | Madlib | MF Doom
Q2706919,country rap,Bubba Sparxxx | Colt Ford | Cowboy Troy | Jelly Roll | Lil Nas X | Upchurch
Q1619932,hiplife,Kwaw Kese | Obrafour | Okyeame Kwame | Reggie Rockstone | Sarkodie | Tic Tac
Q1139136,horrorcore,Brotha Lynch Hung | Esham | Flatlinerz | Gravediggaz | Insane Clown Posse | Necro | Twiztid
Q17995961,mobb music,C-Bo | E-40 | Mac Mall | Spice 1 | Too Short
Q2913982,trap music,21 Savage | Future | Gucci Mane | Jeezy | Migos | T.I. | Travis Scott | Waka Flocka Flame
Q54329757,Latin trap,Anuel AA | Arcángel | Bad Bunny | Bryant Myers | De La Ghetto | Farruko | Myke Towers | Ozuna
Q116314630,rare phonk,DJ Smokey | SpaceGhostPurrp
Q109382160,plugg music,BeatPluggz | MexikoDro | StoopidXool
Q116679787,dark plugg,Autumn! | Kankan | Summrs
Q111133885,pluggnb,Autumn! | Kashpaid | Summrs
Q120715924,asian rock,
Q134613334,ambient plugg,
Q136348971,terror plugg,
Q26234147,Afro trap,MHD
Q55644985,trap metal,City Morgue | Ghostemane | Scarlxrd
Q104847619,tread rap,Louie Ray | Rio Da Yung OG | RMC Mike
Q111133884,rage,Destroy Lonely | Ken Carson | Playboi Carti | Trippie Redd | Yeat
Q115485183,sigilkore,
Q125346571,new jazz,
Q116960000,no melody trap,
Q122474221,regalia,
Q115063525,trap shaabi,Marwan Pablo | Wegz
Q119889474,trap soul,6lack | Bryson Tiller | PartyNextDoor | Tory Lanez
Q1046801,turntablism,Cut Chemist | DJ Craze | DJ Shadow | Grand Wizzard Theodore | Grandmixer DST | Invisibl Skratch Piklz | Kid Koala | The X-Ecutioners
Q630689,bongo flava,Ali Kiba | Diamond Platnumz | Harmonize | Juma Nature | Lady Jaydee | Professor Jay
Q1754592,nerdcore,MC Chris | MC Frontalot | MC Lars | Mega Ran | YTCracker
Q936573,crunk,Bone Crusher | David Banner | Lil Jon & the East Side Boyz | Pastor Troy | Three 6 Mafia | Trillville | Ying Yang Twins | Youngbloodz
Q2991840,snap music,D4L | Dem Franchize Boyz | Hurricane Chris | Soulja Boy | Unk | Yung Joc
Q2043175,hyphy,E-40 | Federation | Keak da Sneak | Mac Dre | Mistah F.A.B. | Turf Talk
Q135239105,jerk rap,Audio Push | New Boyz
Q1074569,chipmunk soul,Just Blaze | Kanye West | The Heatmakerz
Q97265899,lofi hip-hop,Idealism | J Dilla | Jinsang | Nujabes | Tomppabeats
Q16829781,cloud rap,A$AP Rocky | Bones | Clams Casino | Lil B | Main Attrakionz | Yung Lean
Q109303336,drumless hip hop,Benny the Butcher | Billy Woods | Boldy James | Conway the Machine | Mach-Hommy | Roc Marciano | The Alchemist | Westside Gunn
Q15697534,drill,Chief Keef | Digga D | Fivio Foreign | G Herbo | Headie One | King Von | Lil Durk | Pop Smoke
Q115691081,Chicago drill,Chief Keef | Fredo Santana | G Herbo | King Louie | King Von | Lil Bibby | Lil Durk | Lil Reese
Q108297200,bop,DLow | Sicko Mobb
Q65943851,UK drill,67 | Central Cee | Digga D | Harlem Spartans | Headie One | K-Trap | Loski | Unknown T
Q110643230,sample drill,B-Lovee | Cash Cobain | Dougie B | Kay Flock
Q115483855,Jersey drill,Bandmanrill
Q132473088,free car music,
Q126281100,New York drill,22Gz | Bizzy Banks | Fivio Foreign | Kay Flock | Pop Smoke | Sheff G | Sleepy Hallow
Q127129068,sexy drill,Cash Cobain | Chow Lee
Q134997892,philly drill,
Q109941986,ratchet music,Mustard | Ty Dolla Sign | YG
Q12362064,emo rap,"Juice WRLD | Lil Peep | Lil Tracy | Lil Uzi Vert | Nothing,Nowhere | Trippie Redd | XXXTentacion"
Q112997482,drift phonk,Dvrst | Kordhell | MoonDeity | PlayaPhonk
Q125455905,Brazilian phonk,
Q107515261,digicore,ericdoa | glaive | midwxst | quinn
Q124692508,jerk,Xaviersobased
Q85740017,Afroswing,Belly Squad | J Hus | Kojo Funds | Mostack | Not3s | NSG | Yxng Bane
Q107267643,arabesque rap,Taladro
Q2261628,chopped and screwed,"Big Hawk | Big Moe | DJ Screw | Fat Pat | Lil' Keke | Michael ""5000"" Watts | OG Ron C"
Q106839650,Detroit sound,42 Dugg | Babyface Ray | Icewear Vezzo | Sada Baby | Tee Grizzley | Veeze
Q8560269,dirty south,8Ball & MJG | Goodie Mob | Juvenile | Ludacris | Master P | OutKast | Trick Daddy | UGK
Q5421158,experimental hip-hop,Antipop Consortium | clipping. | Danny Brown | Death Grips | Dälek | JPEGMafia | Shabazz Palaces
Q2004156,industrial hip-hop,clipping. | Consolidated | Death Grips | Dälek | Tackhead | Techno Animal | The Disposable Heroes of Hiphoprisy
Q5533135,genge,Jua Cali | Nonini
Q122034475,gengetone,Boondocks Gang | Ethic | Mejja | Sailors | Trio Mio
Q97169418,hanmai,MC Tianyou
Q28490034,hipco,Takun J
Q136908587,Houston sound,DJ Screw | Geto Boys | Mike Jones | Paul Wall | Slim Thug | Travis Scott | UGK | Z-Ro
Q1077172,instrumental hip-hop,Blockhead | DJ Krush | DJ Shadow | Flying Lotus | J Dilla | Madlib | Nujabes | RJD2
Q124399713,Jersey club rap,Bandmanrill
Q122474149,lowend,
Q125653755,Philly club rap,
Q137441526,stoner rap,Afroman | Curren$y | Cypress Hill | Devin the Dude | Kid Cudi | Redman | Snoop Dogg | Wiz Khalifa
Q37073,pop music,ABBA | Beyoncé | Elvis Presley | Madonna | Michael Jackson | Taylor Swift | The Beatles | Whitney Houston
Q3305039,malhun,
Q1062400,chanson,Barbara | Charles Aznavour | Charles Trenet | Georges Brassens | Jacques Brel | Léo Ferré | Serge Gainsbourg | Édith Piaf
Q2956171,chanson réaliste,Aristide Bruant | Berthe Sylva | Damia | Fréhel | Marie Dubas | Édith Piaf
Q2956164,Quebec chanson,Claude Léveillée | Diane Dufresne | Félix Leclerc | Gilles Vigneault | Jean-Pierre Ferland | Pauline Julien | Richard Desjardins | Robert Charlebois
Q959583,schlager music,Andrea Berg | Freddy Quinn | Heino | Helene Fischer | Peter Alexander | Roland Kaiser | Roy Black | Udo Jürgens
Q2532274,Volkstümliche Musik,Florian Silbereisen | Hansi Hinterseer | Kastelruther Spatzen | Marianne & Michael | Original Naabtal Duo | Stefan Mross | Stefanie Hertel
Q1051575,humppa,Dallapé | Eläkeläiset
Q1564596,taarab,Bi Kidude | Culture Musical Club | Siti binti Saad
Q4400837,Russian romance,Alexander Vertinsky | Anastasia Vyaltseva | Isabella Yurieva | Pyotr Leshchenko | Vadim Kozin
Q2138639,Levenslied,André Hazes | Frans Bauer | Jan Smit | Johnny Jordaan | Koos Alberts | Tante Leen | Willy Alberti | Zangeres Zonder Naam
Q5433431,famo,Puseletso Seema
Q839029,raï,Chaba Fadela | Cheb Hasni | Cheb Mami | Cheikha Rimitti | Faudel | Khaled
Q7496127,shidaiqu,Bai Guang | Bai Hong | Gong Qiuxia | Li Jinhui | Li Xianglan | Wu Yingyin | Yao Lee | Zhou Xuan
Q1196752,traditional pop,Bing Crosby | Dean Martin | Doris Day | Frank Sinatra | Nat King Cole | Perry Como | Rosemary Clooney | Tony Bennett
Q1121111,Tin Pan Alley,Cole Porter | George Gershwin | Harry Von Tilzer | Irving Berlin | Jerome Kern
Q5747258,canción melódica,Camilo Sesto | José José | José Luis Perales | Julio Iglesias | Nino Bravo | Raphael | Roberto Carlos | Rocío Dúrcal
Q108297199,bolero-beat,
Q85787413,música cebolla,
Q107539904,estrada music,Alla Pugacheva | Edita Piekha | Iosif Kobzon | Leonid Utyosov | Lev Leshchenko | Muslim Magomayev | Sofia Rotaru | Valery Leontiev
Q6701559,luk krung,Eua Sunthornsanan | Suthep Wongkamhaeng
Q860196,bikutsi,Anne-Marie Nzié | K-Tino | Les Têtes Brûlées | Messi Martin
Q3453150,Congolese rumba,Fally Ipupa | Franco Luambo | Joseph Kabasele | Koffi Olomide | Papa Wemba | Sam Mangwana | Tabu Ley Rochereau | Wendo Kolosoy
Q1752683,soukous,Diblo Dibala | Kanda Bongo Man | Koffi Olomide | Loketo | Papa Wemba | Pepe Kalle | Sam Mangwana | Zaïko Langa Langa
Q3868787,muziki wa dansi,DDC Mlimani Park Orchestra | Mbaraka Mwinshehe | Remmy Ongala
Q2362669,kwassa kwassa,Diblo Dibala | Kanda Bongo Man
Q1779294,space age pop,Arthur Lyman | Dean Elliott | Enoch Light | Esquivel | Ferrante & Teicher | Les Baxter | Martin Denny | Perrey and Kingsley
Q6301761,benga music,D.O. Misiani | George Ramogi
Q873478,enka,Aki Yashiro | Harumi Miyako | Hibari Misora | Hiroshi Itsuki | Kiyoshi Hikawa | Saburō Kitajima | Sayuri Ishikawa | Takashi Hosokawa
Q1418683,kayōkyoku,Akina Nakamori | Candies | Hibari Misora | Kyu Sakamoto | Momoe Yamaguchi | Pink Lady | Seiko Matsuda | The Peanuts
Q11319232,techno kayō,
Q107985650,idol kayō,Akina Nakamori | Candies | Kyōko Koizumi | Momoe Yamaguchi | Pink Lady | Seiko Matsuda
Q10296747,mood kayō,Frank Nagai | Hiroshi Wada and Mahina Stars
Q25094849,art pop,Björk | David Bowie | FKA Twigs | Kate Bush | Laurie Anderson | Roxy Music | St. Vincent | Talking Heads
Q1636684,yé-yé,Chantal Goya | Claude François | France Gall | Françoise Hardy | Jacques Dutronc | Johnny Hallyday | Sheila | Sylvie Vartan
Q997481,bubblegum music,Ohio Express | The 1910 Fruitgum Company | The Archies | The Cowsills | The Monkees | The Osmonds | The Partridge Family | Tommy Roe
Q1159539,dangdut,A. Rafiq | Elvy Sukaesih | Iis Dahlia | Inul Daratista | Mansyur S. | Meggy Z. | Rhoma Irama | Via Vallen
Q31174954,koplo,Inul Daratista | Nella Kharisma | Via Vallen
Q110168453,omutibo,
Q3032090,Salegy,Jaojoby
Q3328764,Thai pop,Christina Aguilar | Grand Ex' | Palmy | Tata Young | Thongchai McIntyre
Q53806314,éntekhno,Dionysis Savvopoulos | Giorgos Dalaras | Haris Alexiou | Manos Hatzidakis | Manos Loizos | Maria Farantouri | Mikis Theodorakis | Stavros Xarchakos
Q3559240,neo kyma,Arleta | Dionysis Savvopoulos | Yannis Spanos
Q1936659,Nederpop,BZN | Doe Maar | Earth and Fire | George Baker Selection | Golden Earring | Herman Brood | Shocking Blue | The Cats
Q2047814,Palingsound,BZN | The Cats
Q46046,baroque pop,Belle and Sebastian | Love | Scott Walker | The Beach Boys | The Divine Comedy | The Left Banke | The Zombies
Q517415,Europop,ABBA | Ace of Base | Aqua | Army of Lovers | Boney M. | Eiffel 65 | Modern Talking | Roxette
Q963061,highlife,Alex Konadu | E. T. Mensah | Ebo Taylor | Nana Ampadu | Pat Thomas | Prince Nico Mbarga | Rex Lawson | Victor Olaiya
Q1014887,burger-highlife,Charles Amoah | George Darko | Pat Thomas
Q3397882,progressive pop,10cc | Electric Light Orchestra | Kate Bush | Tears for Fears | The Beach Boys | The Beatles | Todd Rundgren
Q383982,psychedelic pop,Donovan | MGMT | Tame Impala | The Beach Boys | The Beatles | The Flaming Lips | The Hollies | The Zombies
Q2461933,sunshine pop,Harpers Bizarre | Sagittarius | The 5th Dimension | The Association | The Beach Boys | The Mamas & the Papas | The Millennium | The Turtles
Q12307741,dansktop,Bamses Venner | Birthe Kjær | Jodle Birge | Kandis
Q388296,Afrobeat,Antibalas | Ebo Taylor | Fela Kuti | Femi Kuti | Orlando Julius | Seun Kuti | Tony Allen
Q5099460,chimurenga music,Thomas Mapfumo
Q11307326,city pop,Anri | Junko Yagami | Mariya Takeuchi | Miki Matsubara | Taeko Ohnuki | Tatsuro Yamashita | Tomoko Aran | Toshiki Kadomatsu
Q113086512,neo city pop,Cero | Suchmos | Yogee New Waves
Q547137,Latin pop,Enrique Iglesias | Gloria Estefan | Juanes | Luis Miguel | Ricky Martin | Selena | Shakira | Thalía
Q6496560,Latin ballad,Camilo Sesto | José José | Juan Gabriel | Julio Iglesias | Luis Miguel | Nino Bravo | Raphael | Roberto Carlos
Q535402,tropipop,Cabas | Carlos Vives | Fanny Lu | Fonseca | Mauricio & Palodeagua
Q21059341,cumbia pop,
Q556959,mbalax,Coumba Gawlo | Omar Pene | Thione Seck | Viviane Chidid | Wally Seck | Youssou N'Dour
Q1298934,synth-pop,Depeche Mode | Erasure | Eurythmics | Orchestral Manoeuvres in the Dark | Pet Shop Boys | Soft Cell | The Human League | Yellow Magic Orchestra
Q11339397,pon-chak disco,Lee Park-sa
Q2280497,country pop,Anne Murray | Dolly Parton | Faith Hill | Glen Campbell | John Denver | Kenny Rogers | Shania Twain | Taylor Swift
Q138314533,boyfriend country,Brett Young | Chris Lane | Dan + Shay | Kane Brown | Thomas Rhett
Q16954055,bro-country,Blake Shelton | Chase Rice | Cole Swindell | Florida Georgia Line | Jason Aldean | Luke Bryan
Q106561868,countrypolitan,Charlie Rich | Eddy Arnold | Glen Campbell | Jim Reeves | Lynn Anderson | Patsy Cline | Ray Price | Tammy Wynette
Q16295131,urban cowboy,Eddie Rabbitt | Johnny Lee | Kenny Rogers | Mickey Gilley
Q3090876,funaná,Bulimundo | Codé di Dona | Ferro Gaita | Finaçon
Q2104067,jazz pop,Al Jarreau | George Benson | Michael Franks | Norah Jones | Sade | Steely Dan
Q3025242,pimba,Emanuel | Quim Barreiros | Ruth Marlene
Q188450,electropop,Chvrches | Gary Numan | Goldfrapp | La Roux | Lady Gaga | Ladytron | Little Boots | Robyn
Q1597549,kizomba,Anselmo Ralph | C4 Pedro | Eduardo Paim | Kaysha | Nelson Freitas | Yuri da Cunha
Q110241185,tarraxinha,
Q850412,contemporary R&B,Alicia Keys | Beyoncé | Boyz II Men | Janet Jackson | Mariah Carey | TLC | Usher | Whitney Houston
Q106876903,UK street soul,Loose Ends | Mica Paris | Soul II Soul
Q840065,new jack swing,Al B. Sure! | Bell Biv DeVoe | Blackstreet | Bobby Brown | Guy | Johnny Kemp | Keith Sweat | Wreckx-n-Effect
Q2256407,hip-hop soul,Aaliyah | Faith Evans | Jodeci | Mary J. Blige | SWV | Total | Xscape
Q7118426,alternative R&B,FKA Twigs | Frank Ocean | Jhené Aiko | Kelela | Miguel | Solange | SZA | The Weeknd
Q211756,dance-pop,Britney Spears | Dua Lipa | Janet Jackson | Kylie Minogue | Lady Gaga | Madonna | Paula Abdul | Rihanna
Q1185390,disco polo,Akcent | Bayer Full | Boys | Shazza | Top One | Weekend
Q110230812,township bubblegum,Brenda Fassie | Chicco Twala | Mercy Pakela | Yvonne Chaka Chaka
Q842324,indie pop,Beat Happening | Belle and Sebastian | Camera Obscura | Heavenly | Orange Juice | Talulah Gosh | The Field Mice | The Pastels
Q22991878,chamber pop,Andrew Bird | Beirut | Belle and Sebastian | Rufus Wainwright | Scott Walker | Sufjan Stevens | The Divine Comedy | The Left Banke
Q28746819,bedroom pop,Beabadoobee | Boy Pablo | Clairo | Cuco | Girl in Red | Gus Dapperton | Mac DeMarco | Rex Orange County
Q123773619,tontipop,
Q6124308,jaiva,
Q6993291,neomelodic music,Franco Ricciardi | Gianni Celeste | Gigi D'Alessio | Nino D'Angelo | Tommy Riccio
Q9095433,waka music,Batile Alake | Salawa Abeni
Q95469495,alternative pop,Billie Eilish | Björk | Charli XCX | Florence and the Machine | Grimes | Kate Bush | Lana Del Rey | Lorde
Q264289,sophisti-pop,ABC | Aztec Camera | Everything but the Girl | Prefab Sprout | Sade | Swing Out Sister | The Blue Nile | The Style Council
Q2064394,worldbeat,Angélique Kidjo | Johnny Clegg | Mory Kanté | Paul Simon | Peter Gabriel | Salif Keita | Youssou N'Dour
Q131578,J-pop,Arashi | Ayumi Hamasaki | B'z | Dreams Come True | Hikaru Utada | Mr. Children | Namie Amuro | Southern All Stars
Q11660484,denpa song,Haruko Momoi | Mosaic.wav
Q119844080,moe song,
Q133520038,J-euro,
Q135493776,wa euro,
Q213665,K-pop,Big Bang | Blackpink | BTS | Girls' Generation | H.O.T. | Seo Taiji and Boys | TVXQ | Twice
Q3575673,zoblazo,Meiway
Q590662,bend-skin,Kouchoum Mbada
Q106528422,glitch pop,Dntel | Múm | The Postal Service
Q1207347,Shibuya-kei,Cornelius | Fantastic Plastic Machine | Flipper's Guitar | Kahimi Karie | Original Love | Pizzicato Five | Towa Tei
Q11282754,Akishibu-kei,
Q12199824,picopop,Capsule | Plus-Tech Squeeze Box
Q642983,manele,Adi de la Vâlcea | Adrian Minune | Florin Salam | Nicolae Guță
Q2961766,Algerian chaabi,Amar Ezzahi | Boudjemaa El Ankis | Dahmane El Harrachi | El Hachemi Guerouabi | Mohamed El Anka
Q784310,electro hop,
Q25099840,Afrobeats,2Baba | Burna Boy | D'banj | Davido | P-Square | Rema | Tiwa Savage | Wizkid
Q110592306,alté,Cruel Santino | Lady Donli | Odunsi (The Engine) | Tems
Q28055053,Q-pop,Ninety One
Q55642856,adhunik geet,Aruna Lama | Narayan Gopal | Tara Devi
Q2610186,al jeel,Amr Diab | Ehab Tawfik | Hamid El Shaeri | Hisham Abbas | Mohamed Mounir
Q16526296,alloukou,
Q33160145,ambient pop,Enya | Julee Cruise
Q623824,arabesque,Bülent Ersoy | Ferdi Tayfur | Hakan Taşıyan | İbrahim Tatlıses | Müslüm Gürses | Orhan Gencebay
Q2867170,assiko,Jean Bikoko Aladin
Q9162904,avant-pop,Animal Collective | Björk | Julia Holter | Kate Bush | Laurie Anderson | Robert Wyatt | Scott Walker | Talk Talk
Q2879826,baila,M. S. Fernando | The Gypsies | Wally Bastiansz
Q804596,baladi,
Q3735422,Bandari music,
Q55605210,beni,
Q854844,bhangra,Alaap | Bally Sagoo | Daler Mehndi | Diljit Dosanjh | Gurdas Maan | Heera | Malkit Singh | Panjabi MC
Q17053024,folkhop,
Q15720097,bhavageete,C. Aswath | Mysore Ananthaswamy | P. Kalinga Rao
Q4943457,boomba music,E-Sir | Nameless
Q28206879,Brill Building,Carole King | Little Eva | Neil Diamond | Neil Sedaka | The Chiffons | The Crystals | The Drifters | The Shirelles
Q109050954,Burmese mono,
